Unique ID, Manufacturer, Chemistry, Voltage (Volts)
00287 2012/12/13Hewlett-PackardPrimary, Hewlett-Packard, Lithium Ion, 10.989

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2021-11-07, 00:00:06, OK, 47%, 2.66, 4504, -10530, , 10.912, -10530, 47.4%, , , , , , , , , , , , 
2021-11-07, 00:00:36, OK, 47%, 2.66, 4504, -10530, , 10.912, -10530, 47.4%, , , , , , , , , , , , 
2021-11-07, 00:01:06, OK, 46%, 2.72, 4504, -10314, , 10.832, -10314, 46.4%, , , , , , , , , , , , 
2021-11-07, 00:01:36, OK, 46%, 2.72, 4504, -10314, , 10.832, -10314, 46.4%, , , , , , , , , , , , 
2021-11-07, 00:02:06, OK, 46%, 2.72, 4504, -10314, , 10.832, -10314, 46.4%, , , , , , , , , , , , 
2021-11-07, 00:02:36, OK, 46%, 2.72, 4504, -10314, , 10.832, -10314, 46.4%, , , , , , , , , , , , 
2021-11-07, 00:03:06, OK, 45%, 2.49, 4028, -11243, , 10.888, -11243, 45.3%, , , , , , , , , , , , 
2021-11-07, 00:03:36, OK, 45%, 2.49, 4028, -11243, , 10.888, -11243, 45.3%, , , , , , , , , , , , 
2021-11-07, 00:04:06, OK, 45%, 2.49, 4028, -9320, , 10.925, -9320, 44.6%, , , , , , , , , , , , 
2021-11-07, 00:04:36, OK, 44%, 1.62, 2565, -13759, , 10.779, -13759, 44.3%, , , , , , , , , , , , 
2021-11-07, 00:05:06, OK, 44%, 1.62, 2565, -11869, , 10.837, -11869, 44.0%, , , , , , , , , , , , 
2021-11-07, 00:05:36, OK, 44%, 1.62, 2565, -10973, , 10.845, -10973, 43.5%, , , , , , , , , , , , 
2021-11-07, 00:06:06, OK, 43%, 2.86, 4422, -9785, , 10.881, -9785, 43.3%, , , , , , , , , , , , 
2021-11-07, 00:06:36, OK, 43%, 2.86, 4422, -11513, , 10.817, -11513, 43.0%, , , , , , , , , , , , 
2021-11-07, 00:07:06, OK, 42%, 2.78, 4203, -10109, , 10.853, -10109, 42.5%, , , , , , , , , , , , 
2021-11-07, 00:07:36, OK, 42%, 2.78, 4203, -10109, , 10.853, -10109, 42.5%, , , , , , , , , , , , 
2021-11-07, 00:08:06, OK, 42%, 2.78, 4203, -12992, , 10.754, -12992, 41.7%, , , , , , , , , , , , 
2021-11-07, 00:08:36, OK, 41%, 2.26, 3336, -12409, , 10.779, -12409, 41.4%, , , , , , , , , , , , 
2021-11-07, 00:09:06, OK, 41%, 2.26, 3336, -9439, , 10.869, -9439, 41.1%, , , , , , , , , , , , 
2021-11-07, 00:09:36, OK, 41%, 2.26, 3336, -11675, , 10.778, -11675, 40.5%, , , , , , , , , , , , 
2021-11-07, 00:10:06, OK, 40%, 1.72, 2470, -16286, , 10.710, -16286, 40.2%, , , , , , , , , , , , 
2021-11-07, 01:25:55, OK, 7%, 1.11, 279, -23641, , 10.082, -23641, 6.7%, , , , , , , , , , , , 
2021-11-07, 01:26:25, OK, 100%, 0.00, -1, 0, , , , , , , , , , , , , , , , 
2021-11-07, 02:18:05, OK, 5%, 0.00, -1, 39107, , 11.960, 39107, 4.7%, , , , , , , , , , , , 
2021-11-07, 02:18:35, OK, 7%, 0.00, -1, 39139, , 12.017, 39139, 6.8%, , , , , , , , , , , , 
2021-11-07, 02:19:05, OK, 8%, 0.00, -1, 39139, , 12.037, 39139, 7.6%, , , , , , , , , , , , 
2021-11-07, 02:19:35, OK, 9%, 0.00, -1, 39139, , 12.072, 39139, 9.3%, , , , , , , , , , , , 
2021-11-07, 02:20:05, OK, 10%, 0.00, -1, 39150, , 12.088, 39150, 10.1%, , , , , , , , , , , , 
2021-11-07, 02:20:35, OK, 11%, 0.00, -1, 39139, , 12.098, 39139, 11.0%, , , , , , , , , , , , 
2021-11-07, 02:21:05, OK, 13%, 0.00, -1, 39139, , 12.127, 39139, 12.7%, , , , , , , , , , , , 
2021-11-07, 02:21:35, OK, 14%, 0.00, -1, 39139, , 12.137, 39139, 13.6%, , , , , , , , , , , , 
2021-11-07, 02:22:05, OK, 14%, 0.00, -1, 39139, , 12.137, 39139, 13.6%, , , , , , , , , , , , 
2021-11-07, 02:22:35, OK, 16%, 0.00, -1, 39161, , 12.162, 39161, 16.1%, , , , , , , , , , , , 
2021-11-07, 02:23:05, OK, 17%, 0.00, -1, 39161, , 12.171, 39161, 17.0%, , , , , , , , , , , , 
2021-11-07, 02:23:35, OK, 19%, 0.00, -1, 39161, , 12.185, 39161, 18.7%, , , , , , , , , , , , 
2021-11-07, 02:24:05, OK, 20%, 0.00, -1, 39182, , 12.189, 39182, 19.5%, , , , , , , , , , , , 
2021-11-07, 02:24:35, OK, 20%, 0.00, -1, 39182, , 12.189, 39182, 19.5%, , , , , , , , , , , , 
2021-11-07, 02:25:05, OK, 22%, 0.00, -1, 39161, , 12.202, 39161, 22.1%, , , , , , , , , , , , 
2021-11-07, 02:25:35, OK, 23%, 0.00, -1, 39172, , 12.205, 39172, 22.9%, , , , , , , , , , , , 
2021-11-07, 02:26:05, OK, 24%, 0.00, -1, 39172, , 12.208, 39172, 23.8%, , , , , , , , , , , , 
2021-11-07, 02:26:35, OK, 25%, 0.00, -1, 39182, , 12.210, 39182, 24.6%, , , , , , , , , , , , 
2021-11-07, 02:27:05, OK, 26%, 0.00, -1, 39182, , 12.214, 39182, 26.3%, , , , , , , , , , , , 
2021-11-07, 02:27:35, OK, 28%, 0.00, -1, 39182, , 12.218, 39182, 28.0%, , , , , , , , , , , , 
2021-11-07, 02:28:05, OK, 29%, 0.00, -1, 39172, , 12.220, 39172, 28.9%, , , , , , , , , , , , 
2021-11-07, 02:28:35, OK, 30%, 0.00, -1, 39161, , 12.222, 39161, 29.7%, , , , , , , , , , , , 
2021-11-07, 02:29:05, OK, 31%, 0.00, -1, 39182, , 12.224, 39182, 30.6%, , , , , , , , , , , , 
2021-11-07, 02:29:35, OK, 32%, 0.00, -1, 39193, , 12.231, 39193, 32.3%, , , , , , , , , , , , 
2021-11-07, 02:30:05, OK, 34%, 0.00, -1, 39193, , 12.240, 39193, 34.0%, , , , , , , , , , , , 
2021-11-07, 02:30:35, OK, 35%, 0.00, -1, 39193, , 12.243, 39193, 34.9%, , , , , , , , , , , , 
2021-11-07, 02:31:05, OK, 36%, 0.00, -1, 39182, , 12.247, 39182, 35.7%, , , , , , , , , , , , 
2021-11-07, 02:31:35, OK, 37%, 0.00, -1, 39193, , 12.249, 39193, 36.5%, , , , , , , , , , , , 
2021-11-07, 02:32:05, OK, 38%, 0.00, -1, 39193, , 12.258, 39193, 38.3%, , , , , , , , , , , , 
2021-11-07, 02:32:35, OK, 39%, 0.00, -1, 39204, , 12.261, 39204, 39.1%, , , , , , , , , , , , 
2021-11-07, 02:33:05, OK, 41%, 0.00, -1, 39204, , 12.266, 39204, 40.8%, , , , , , , , , , , , 
2021-11-07, 02:33:35, OK, 42%, 0.00, -1, 39215, , 12.269, 39215, 41.7%, , , , , , , , , , , , 
2021-11-07, 02:34:05, OK, 43%, 0.00, -1, 39215, , 12.273, 39215, 42.6%, , , , , , , , , , , , 
2021-11-07, 02:34:35, OK, 44%, 0.00, -1, 39215, , 12.277, 39215, 44.2%, , , , , , , , , , , , 
2021-11-07, 02:35:05, OK, 45%, 0.00, -1, 39226, , 12.281, 39226, 45.1%, , , , , , , , , , , , 
2021-11-07, 02:35:35, OK, 47%, 0.00, -1, 39204, , 12.288, 39204, 46.8%, , , , , , , , , , , , 
2021-11-07, 02:36:05, OK, 48%, 0.00, -1, 39215, , 12.290, 39215, 47.7%, , , , , , , , , , , , 
2021-11-07, 02:36:35, OK, 49%, 0.00, -1, 39226, , 12.292, 39226, 48.5%, , , , , , , , , , , , 
2021-11-07, 02:37:05, OK, 50%, 0.00, -1, 39226, , 12.296, 39226, 50.2%, , , , , , , , , , , , 
2021-11-07, 02:37:35, OK, 51%, 0.00, -1, 39215, , 12.299, 39215, 51.1%, , , , , , , , , , , , 
2021-11-07, 02:38:05, OK, 53%, 0.00, -1, 39226, , 12.306, 39226, 52.8%, , , , , , , , , , , , 
2021-11-07, 02:38:35, OK, 54%, 0.00, -1, 39226, , 12.310, 39226, 53.6%, , , , , , , , , , , , 
2021-11-07, 02:39:05, OK, 54%, 0.00, -1, 39226, , 12.312, 39226, 54.5%, , , , , , , , , , , , 
2021-11-07, 02:39:35, OK, 56%, 0.00, -1, 39226, , 12.318, 39226, 56.2%, , , , , , , , , , , , 
2021-11-07, 02:40:05, OK, 57%, 0.00, -1, 39226, , 12.321, 39226, 57.1%, , , , , , , , , , , , 
2021-11-07, 02:40:35, OK, 58%, 0.00, -1, 39226, , 12.324, 39226, 57.9%, , , , , , , , , , , , 
2021-11-07, 02:41:05, OK, 60%, 0.00, -1, 39226, , 12.328, 39226, 59.6%, , , , , , , , , , , , 
2021-11-07, 02:41:35, OK, 60%, 0.00, -1, 39215, , 12.331, 39215, 60.5%, , , , , , , , , , , , 
2021-11-07, 02:42:05, OK, 62%, 0.00, -1, 39226, , 12.337, 39226, 62.2%, , , , , , , , , , , , 
2021-11-07, 02:42:35, OK, 63%, 0.00, -1, 39226, , 12.341, 39226, 63.1%, , , , , , , , , , , , 
2021-11-07, 02:43:05, OK, 64%, 0.00, -1, 39226, , 12.345, 39226, 63.9%, , , , , , , , , , , , 
